4	1.18
13	4.5
10	2.92
8	1.34
10	0.64
9	1.02
13	1.4
8	0.52
8	0.9
9	0.32
10	0.78
11	1.12
9	0.88
11	0.58
10	1.64
9	1.06
11	0.06
10	0.02
14	0.02
10	0.48
11	1.28
10	1.74
10	0.24
10	0.16
9	0.2
9	0.12
10	0.08
8	0.12
11	0.12
8	0.04
9	0.08
10	0.04
8	0.04
9	0.3
8	0.42
11	0.38
9	0.26
11	0.26
12	0.18
10	0.06
8	0.14
9	0.14
11	0.02
9	0.1
9	0.02
13	2.5
10	1.12
7	0.36
7	0.32
9	0.24
8	0.2
10	0.2
8	0.58
10	0.7
8	0.66
8	0.66
9	0.62
7	1.08
9	1.5
10	1.04
9	1.42
10	1.96
8	1.96
8	1.72
8	0.083333333
9	0.083333333
8	0.416666667
9	1.333333333
11	2.25
9	0.041666667
10	0.833333333
9	0.125
8	0.708333333
8	0.625
10	0.625
9	0.208333333
9	0.125
8	0.5
9	0.958333333
9	0.958333333
7	0.108695652
8	0.065217391
9	0.195652174
10	0.47826087
11	0.565217391
9	0.434782609
10	0.434782609
10	1.260869565
10	1.260869565
8	0.304347826
11	0.847826087
8	0.760869565
9	0.847826087
9	0.045454545
8	0
9	0
8	0.045454545
8	0.136363636
10	0.045454545
12	0.5
8	0.5
9	0.409090909
7	0.409090909
9	0.454545455
9	1.272727273
8	0.545454545
9	0.772727273
8	0.818181818
10	0.772727273
9	0.681818182
11	0.727272727
7	0.863636364
8	0.590909091
9	0.727272727
9	0.590909091
9	0.681818182
8	0.636363636
9	0.272727273
9	0.681818182
12	0.727272727
10	0.590909091
8	0.545454545
10	0.454545455
8	0.454545455
8	0.272727273
8	0.363636364
8	0.272727273
11	0.409090909
7	0.772727273
9	0.727272727
9	0.681818182
10	0.727272727
9	0.681818182
9	0.727272727
12	0.363636364
10	0.727272727
10	1.090909091
8	1
9	1.090909091
9	1.136363636
10	1.045454545
9	1.136363636
8	1.045454545
10	1.136363636
10	1.045454545
9	1.454545455
9	0.214285714
7	0.261904762
10	0.666666667
10	0.761904762
8	1.071428571
9	0.25
8	0.25
9	0.3
10	0.2
8	0.2
12	0.15
9	0.2
9	0.25
9	0.1
8	0.2
10	0.15
8	0.1
9	0.1
9	0.05
10	0.078947368
9	0.131578947
12	0.078947368
9	0.078947368
9	0.026315789
7	0.078947368
9	0.026315789
9	0.078947368
10	0.078947368
9	0.078947368
11	0.078947368
9	0.421052632
10	0.368421053
10	0.421052632
11	0.421052632
9	0.078947368
10	0.368421053
12	0.763157895
8	0.763157895
9	0.710526316
8	0.710526316
10	0.184210526
9	0.184210526
8	0.657894737
8	0.552631579
9	0.552631579
9	1
8	0.947368421
11	0.947368421
8	0.894736842
10	1.236842105
9	0.944444444
11	1.277777778
7	1
9	0.944444444
9	0.944444444
9	1.055555556
9	1.055555556
9	1.388888889
10	1.388888889
10	0.617647059
7	0.617647059
8	0.294117647
9	0.617647059
8	0.441176471
9	0.441176471
12	0.382352941
9	0.5
10	0.441176471
11	0.441176471
9	0.441176471
10	0.5
9	0.441176471
9	0.764705882
10	0.882352941
12	0.823529412
10	1
10	0.705882353
11	1.029411765
10	1.205882353
11	1.088235294
11	1.147058824
12	1.294117647
9	1.529411765
10	2.647058824
9	0.5625
9	0.5
8	0.5625
10	0.5
8	0.5
8	0.5625
10	0.375
9	1
8	0.75
7	0.75
10	1.25
7	1.125
10	1.0625
11	1.1875
11	1.125
10	1
10	1
9	1.5
9	1.625
11	1.5625
12	2
9	2
9	2.25
7	0.733333333
9	0.8
8	0.8
11	1.4
12	0.8
9	0.366666667
9	0.666666667
8	1.1
9	1.033333333
9	0.966666667
7	1.033333333
9	1.1
8	1.1
8	1.033333333
8	1.1
8	1.033333333
8	1.033333333
8	0.9
7	1.333333333
11	1.333333333
8	1.633333333
8	1.766666667
9	0
9	0.428571429
10	0.857142857
11	0.071428571
8	0.071428571
11	1.214285714
8	0.428571429
8	0.428571429
10	0.714285714
10	0.714285714
11	1.071428571
8	0.538461538
13	2.153846154
8	0.538461538
9	0.461538462
8	0.615384615
8	0.384615385
11	0.461538462
11	0.461538462
10	0.653846154
8	0.384615385
10	0.538461538
6	0.307692308
8	0.807692308
9	0.384615385
9	0.038461538
9	0.583333333
9	0.25
9	0.25
9	0.25
9	0.5
7	1.166666667
9	1.25
9	1
7	0.083333333
10	1.090909091
10	1.090909091
8	1.090909091
8	1.090909091
8	1.5
8	1.5
11	1.5
8	1.409090909
7	1.409090909
12	1.409090909
10	1.409090909
9	1.318181818
11	1.318181818
14	1.227272727
11	1.636363636
11	1.636363636
10	2.045454545
9	1.1
9	1.4
11	1.8
9	0.333333333
10	0.333333333
8	0.333333333
11	0.333333333
8	0.333333333
7	0.333333333
10	0.333333333
12	0.722222222
9	0.722222222
8	0.722222222
8	0.611111111
7	0.5
7	0.5
7	0.388888889
7	0.388888889
8	0.388888889
8	0.777777778
8	1.166666667
11	0.125
8	0.125
8	0.5
9	0.5
7	0.5
9	0.5
7	0.5
8	0.75
8	0.75
8	0.75
7	0.75
8	1.125
9	1.125
7	1
11	1
10	1
7	1
8	1.375
8	2.125
10	0.142857143
10	0.142857143
7	0.142857143
7	0.142857143
8	0.142857143
9	0.142857143
7	0.142857143
8	0.142857143
8	0.142857143
9	0.142857143
10	0.142857143
9	0.142857143
7	0.142857143
7	0.142857143
6	0.142857143
8	0.214285714
12	0.214285714
7	0.071428571
9	0.071428571
11	0.071428571
7	0.071428571
9	0.071428571
10	0.071428571
8	0.071428571
6	0.071428571
10	0.785714286
8	0.333333333
7	0.333333333
8	0.166666667
12	0.5
7	0.5
6	0.5
10	0.833333333
7	0
9	0
8	0
7	0.3
7	0.3
7	0.3
8	0.3
8	0.3
7	0.1
8	0.1
8	0.1
10	0.1
5	0.1
6	0.1
6	0.1
10	0.1
9	0.1
9	0.1
8	0.1
9	0.1
11	0.4
8	0.4
8	0.4
7	0.4
8	0.4
7	0.4
9	0.4
6	0.4
7	0.2
7	0.2
9	0.2
7	0.2
11	0.2
7	0.2
7	0.2
8	0
12	0.3
12	0.3
11	0.6
12	0.9
9	0.7
9	0.5
9	0.75
7	1
8	1
4	0.166666667
8	0.166666667
7	0.166666667
8	0.166666667
6	0.166666667
7	0.166666667
7	0.166666667
7	0.166666667
6	0.166666667
11	0.166666667
8	0.166666667
7	0.166666667
6	0.166666667
7	0.166666667
8	0.166666667
7	0.166666667
7	0.166666667
7	0.166666667
7	0
10	0
9	0
6	0.166666667
6	0
7	0
7	0
6	0
7	0
8	0
9	0
7	0
7	0
8	0
8	0
9	0
6	0
10	0
7	0
6	0
8	0
7	0
7	0
7	0
6	0
9	0
6	0
6	0
6	0
8	0
6	0
7	0
8	0
7	0
8	0
6	0
8	0
7	0
8	0
8	0
5	0
5	0
4	0
4	0
5	0
5	0
6	0
4	0
5	0
6	0
6	0
7	0
8	0
8	0
5	0
8	0
9	0
9	0
6	0
6	0
4	0
10	0
7	0
5	0
8	0
9	0
7	0
5	0
8	0
7	0
9	0
6	0
8	0
4	0
8	0
6	0
4	0
5	0
6	0
6	0
9	0
4	0
6	0
9	0
6	0
7	0
6	0
9	0
9	0
6	0
7	0
7	0
6	0
9	0
8	0
9	0
1	0
0	0
5	0
8	0
5	0
5	0
6	0
5	0
6	0
5	0
8	0
10	0
6	0
6	0
7	0
9	0
3	0
5	0
3	0
