342.6923077	342.6923077		816
344.5384615	1.846153846	340.8461538	5.333333333
239.6923077	104.8461538	103	
392.9615385	153.2692308	48.42307692	
455	215.3076923	62.03846154	
415.7692308	215.3076923	0	
378.0769231	215.3076923	0	
360	95	120.3076923	
368	95	0	
400.4615385	55.76923077	39.23076923	
392.6923077	40.46153846	15.30769231	
354.9615385	45.5	5.038461538	
357.2307692	45.5	0	
348.5	51.96153846	6.461538462	
336.1153846	56.57692308	4.615384615	
334.1153846	23.11538462	33.46153846	
372.5769231	38.46153846	15.34615385	
378.5	44.38461538	5.923076923	
365.8076923	44.38461538	0	
333.7692308	44.73076923	0.346153846	
332.5769231	45.92307692	1.192307692	
332.7692308	45.92307692	0	
353.6923077	33.23076923	12.69230769	
336.3461538	21.11538462	12.11538462	
355.0769231	22.5	1.384615385	
378.6923077	45.92307692	23.42307692	
364.2692308	42.34615385	3.576923077	
324.7307692	53.96153846	11.61538462	
343.1153846	53.96153846	0	
327.8846154	53.96153846	0	
330.9615385	39.53846154	14.42307692	
323.8846154	19.23076923	20.30769231	
328.5769231	19.23076923	0	
329.3461538	7.076923077	12.15384615	
326.1153846	7.076923077	0	
341.5	17.61538462	10.53846154	
321.3461538	20.15384615	2.538461538	
322	20.15384615	0	
339.9615385	20.15384615	0	
345	23.65384615	3.5	
362.9230769	41.57692308	17.92307692	
344.5384615	40.92307692	0.653846154	
333.4615385	29.46153846	11.46153846	
337.6153846	29.46153846	0	
361.7692308	29.46153846	0	
354.1538462	28.30769231	1.153846154	
347.0769231	28.30769231	0	
339.2307692	24.15384615	4.153846154	
361.5	22.53846154	1.615384615	
375.5384615	36.30769231	13.76923077	
379.3846154	40.15384615	3.846153846	
375.5769231	40.15384615	0	
404.4230769	42.92307692	2.769230769	
383.0769231	28.88461538	14.03846154	
355.6153846	48.80769231	19.92307692	
346.2307692	58.19230769	9.384615385	
369.8076923	58.19230769	0	
367.8461538	36.84615385	21.34615385	
341.1923077	28.61538462	8.230769231	
381.9230769	40.73076923	12.11538462	
368.6923077	40.73076923	0	
371.8076923	40.73076923	0	
368.7307692	40.73076923	0	
387.4615385	18.76923077	21.96153846	
363.8076923	23.65384615	4.884615385	
338.0769231	49.38461538	25.73076923	
356.1538462	49.38461538	0	
345.9615385	49.38461538	0	
324.9615385	38.84615385	10.53846154	
336.6153846	31.19230769	7.653846154	
353.8461538	31.19230769	0	
357.1923077	32.23076923	1.038461538	
354.0769231	32.23076923	0	
354.3461538	20.57692308	11.65384615	
371.5769231	17.73076923	2.846153846	
370.8076923	17.5	0.230769231	
353.6538462	17.92307692	0.423076923	
346.6538462	24.92307692	7	
330.0384615	41.53846154	16.61538462	
324.9615385	45.84615385	4.307692308	
333.1538462	28.69230769	17.15384615	
323.7307692	22.92307692	5.769230769	
356.1538462	32.42307692	9.5	
333	32.42307692	0	
333.5	32.42307692	0	
339.8461538	32.42307692	0	
331.7692308	24.38461538	8.038461538	
299.1923077	40.65384615	16.26923077	
337.0384615	40.65384615	0	
327.0384615	40.65384615	0	
373.3461538	74.15384615	33.5	
365.0384615	74.15384615	0	
356.2307692	46.30769231	27.84615385	
356.3461538	46.30769231	0	
331.1153846	42.23076923	4.076923077	
333.0384615	33.92307692	8.307692308	
340.9230769	25.23076923	8.692307692	
336.3846154	25.23076923	0	
330.8461538	10.07692308	15.15384615	
325.3461538	15.57692308	5.5	
365.5769231	40.23076923	24.65384615	
368.8461538	43.5	3.269230769	
363	43.5	0	
342.9230769	43.5	0	
347	25.92307692	17.57692308	
340.0769231	28.76923077	2.846153846	
367.8076923	27.73076923	1.038461538	
347.6923077	27.73076923	0	
388.3461538	48.26923077	20.53846154	
373.9230769	48.26923077	0	
360.6538462	40.65384615	7.615384615	
360.1923077	40.65384615	0	
342.1923077	46.15384615	5.5	
343.2692308	31.73076923	14.42307692	
363.5769231	21.38461538	10.34615385	
348.4230769	21.38461538	0	
346.5769231	21.38461538	0	
355.8076923	20.30769231	1.076923077	
341.5769231	22	1.692307692	
365.1153846	23.53846154	1.538461538	
